ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,NumeralAnalysis
Ladakhi-12_twelve-1,,Ladakhi,12_twelve,tʃuknis,tʃuknis,t ʃ u k n i s,,mephd2021,,,^ t ʃ u k n i s $,default,
Ladakhi-13_thirteen-1,,Ladakhi,13_thirteen,tʃuksum,tʃuksum,t ʃ u k s u m,,mephd2021,,,^ t ʃ u ks u m $,default,
Ladakhi-14_fourteen-1,,Ladakhi,14_fourteen,tʃuzbi,tʃuzbi,t ʃ u z b i,,mephd2021,,,^ t ʃ u z b i $,default,
Ladakhi-15_fifteen-1,,Ladakhi,15_fifteen,tʃoGɑ,tʃoGɑ,t ʃ o g ɑ,,mephd2021,,,^ t ʃ o G ɑ $,default,
Ladakhi-16_sixteen-1,,Ladakhi,16_sixteen,tʃurukʰ,tʃurukʰ,t ʃ u r u kʰ,,mephd2021,,,^ t ʃ u r u kʰ $,default,
Ladakhi-17_seventeen-1,,Ladakhi,17_seventeen,tʃupdun,tʃupdun,t ʃ u p d u n,,mephd2021,,,^ t ʃ u p d u n $,default,
Ladakhi-18_eighteen-1,,Ladakhi,18_eighteen,tʃupɡjət,tʃupɡjət,t ʃ u p g j ə t,,mephd2021,,,^ t ʃ u p ɡ j ə t $,default,
Ladakhi-19_nineteen-1,,Ladakhi,19_nineteen,tʃurɡu,tʃurɡu,t ʃ u r g u,,mephd2021,,,^ t ʃ u r ɡ u $,default,
Ladakhi-20_twenty-1,,Ladakhi,20_twenty,niʃu,niʃu,n i ʃ u,,mephd2021,,,^ n i ʃ u $,default,
Ladakhi-21_twentyone-1,,Ladakhi,21_twentyone,niʃusəruk,niʃusəruk,n i ʃ u s ə r u k,,mephd2021,,,^ n i ʃ u s ə r u k $,default,
Ladakhi-22_twentytwo-1,,Ladakhi,22_twentytwo,niʃusəbnis,niʃusəbnis,n i ʃ u s ə b n i s,,mephd2021,,,^ n i ʃ u s ə b n i s $,default,
Ladakhi-23_twentythree-1,,Ladakhi,23_twentythree,niʃusɔksum,niʃusɔksum,n i ʃ u s ɔ k s u m,,mephd2021,,,^ n i ʃ u s ɔ ks u m $,default,
Ladakhi-24_twentyfour-1,,Ladakhi,24_twentyfour,niʃusɔzbi,niʃusɔzbi,n i ʃ u s ɔ z b i,,mephd2021,,,^ n i ʃ u s ɔ z b i $,default,
Ladakhi-25_twentyfive-1,,Ladakhi,25_twentyfive,niʃusɔŋɑ,niʃusɔŋɑ,n i ʃ u s ɔ ŋ ɑ,,mephd2021,,,^ n i ʃ u s ɔ ŋ ɑ $,default,
Ladakhi-26_twentysix-1,,Ladakhi,26_twentysix,niʃusəruk,niʃusəruk,n i ʃ u s ə r u k,,mephd2021,,,^ n i ʃ u s ə r u k $,default,
Ladakhi-27_twentyseven-1,,Ladakhi,27_twentyseven,niʃusəbdun,niʃusəbdun,n i ʃ u s ə b d u n,,mephd2021,,,^ n i ʃ u s ə b d u n $,default,
Ladakhi-28_twentyeight-1,,Ladakhi,28_twentyeight,niʃusəbɡjet,niʃusəbɡjet,n i ʃ u s ə b g j e t,,mephd2021,,,^ n i ʃ u s ə b ɡ j e t $,default,
Ladakhi-29_twentynine-1,,Ladakhi,29_twentynine,niʃusərɡu,niʃusərɡu,n i ʃ u s ə r g u,,mephd2021,,,^ n i ʃ u s ə r ɡ u $,default,
Ladakhi-30_thirty-1,,Ladakhi,30_thirty,sumtʃu,sumtʃu,s u m t ʃ u,,mephd2021,,,^ s u m t ʃ u $,default,
Ladakhi-31_thirtyone-1,,Ladakhi,31_thirtyone,sumtʃusɔkʃik,sumtʃusɔkʃik,s u m t ʃ u s ɔ k ʃ i k,,mephd2021,,,^ s u m t ʃ u s ɔ kʃ i k $,default,
Ladakhi-32_thirtytwo-1,,Ladakhi,32_thirtytwo,sumtʃusɔknis,sumtʃusɔknis,s u m t ʃ u s ɔ k n i s,,mephd2021,,,^ s u m t ʃ u s ɔ k n i s $,default,
Ladakhi-33_thirtythree-1,,Ladakhi,33_thirtythree,sumtʃusɔksum,sumtʃusɔksum,s u m t ʃ u s ɔ k s u m,,mephd2021,,,^ s u m t ʃ u s ɔ ks u m $,default,
Ladakhi-34_thirtyfour-1,,Ladakhi,34_thirtyfour,sumtʃusɔzbi,sumtʃusɔzbi,s u m t ʃ u s ɔ z b i,,mephd2021,,,^ s u m t ʃ u s ɔ z b i $,default,
Ladakhi-35_thirtyfive-1,,Ladakhi,35_thirtyfive,sumtʃusɔŋɑ,sumtʃusɔŋɑ,s u m t ʃ u s ɔ ŋ ɑ,,mephd2021,,,^ s u m t ʃ u s ɔ ŋ ɑ $,default,
Ladakhi-36_thirtysix-1,,Ladakhi,36_thirtysix,sumtʃusɔruk,sumtʃusɔruk,s u m t ʃ u s ɔ r u k,,mephd2021,,,^ s u m t ʃ u s ɔ r u k $,default,
Ladakhi-37_thirtyseven-1,,Ladakhi,37_thirtyseven,sumtʃusəbdun,sumtʃusəbdun,s u m t ʃ u s ə b d u n,,mephd2021,,,^ s u m t ʃ u s ə b d u n $,default,
Ladakhi-38_thirtyeight-1,,Ladakhi,38_thirtyeight,sumtʃusɔbɡjət,sumtʃusɔbɡjət,s u m t ʃ u s ɔ b g j ə t,,mephd2021,,,^ s u m t ʃ u s ɔ b ɡ j ə t $,default,
Ladakhi-39_thirtynine-1,,Ladakhi,39_thirtynine,sumtʃusərɡu,sumtʃusərɡu,s u m t ʃ u s ə r g u,,mephd2021,,,^ s u m t ʃ u s ə r ɡ u $,default,
Ladakhi-40_forty-1,,Ladakhi,40_forty,ziptʃu,ziptʃu,z i p t ʃ u,,mephd2021,,,^ z i p t ʃ u $,default,
Ladakhi-41_fortyone-1,,Ladakhi,41_fortyone,ziptʃuzəɡʃik,ziptʃuzəɡʃik,z i p t ʃ u z ə g ʃ i k,,mephd2021,,,^ z i p t ʃ u z ə ɡ ʃ i k $,default,
Ladakhi-42_fortytwo-1,,Ladakhi,42_fortytwo,ziptʃuzəɡnis,ziptʃuzəɡnis,z i p t ʃ u z ə g n i s,,mephd2021,,,^ z i p t ʃ u z ə ɡ n i s $,default,
Ladakhi-43_fortythree-1,,Ladakhi,43_fortythree,ziptʃuzəɡsum,ziptʃuzəɡsum,z i p t ʃ u z ə g s u m,,mephd2021,,,^ z i p t ʃ u z ə ɡ s u m $,default,
Ladakhi-44_fortyfour-1,,Ladakhi,44_fortyfour,ziptʃuzəzbi,ziptʃuzəzbi,z i p t ʃ u z ə z b i,,mephd2021,,,^ z i p t ʃ u z ə z b i $,default,
Ladakhi-45_fortyfive-1,,Ladakhi,45_fortyfive,ziptʃuzəŋɑ,ziptʃuzəŋɑ,z i p t ʃ u z ə ŋ ɑ,,mephd2021,,,^ z i p t ʃ u z ə ŋ ɑ $,default,
Ladakhi-46_fortysix-1,,Ladakhi,46_fortysix,ziptʃuzəruk,ziptʃuzəruk,z i p t ʃ u z ə r u k,,mephd2021,,,^ z i p t ʃ u z ə r u k $,default,
Ladakhi-47_fortyseven-1,,Ladakhi,47_fortyseven,ziptʃuzəbdun,ziptʃuzəbdun,z i p t ʃ u z ə b d u n,,mephd2021,,,^ z i p t ʃ u z ə b d u n $,default,
Ladakhi-48_fortyeight-1,,Ladakhi,48_fortyeight,ziptʃuzəbɡjet,ziptʃuzəbɡjet,z i p t ʃ u z ə b g j e t,,mephd2021,,,^ z i p t ʃ u z ə b ɡ j e t $,default,
Ladakhi-49_fortynine-1,,Ladakhi,49_fortynine,ziptʃuzərɡu,ziptʃuzərɡu,z i p t ʃ u z ə r g u,,mephd2021,,,^ z i p t ʃ u z ə r ɡ u $,default,
Ladakhi-50_fifty-1,,Ladakhi,50_fifty,ŋəbtʃu,ŋəbtʃu,ŋ ə b t ʃ u,,mephd2021,,,^ ŋ ə b t ʃ u $,default,
Ladakhi-51_fiftyone-1,,Ladakhi,51_fiftyone,ŋəbtʃunəʃik,ŋəbtʃunəʃik,ŋ ə b t ʃ u n ə ʃ i k,,mephd2021,,,^ ŋ ə b t ʃ u n ə ʃ i k $,default,
Ladakhi-52_fiftytwo-1,,Ladakhi,52_fiftytwo,ŋəbtʃunəbnis,ŋəbtʃunəbnis,ŋ ə b t ʃ u n ə b n i s,,mephd2021,,,^ ŋ ə b t ʃ u n ə b n i s $,default,
Ladakhi-53_fiftythree-1,,Ladakhi,53_fiftythree,ŋəbtʃunəksum,ŋəbtʃunəksum,ŋ ə b t ʃ u n ə k s u m,,mephd2021,,,^ ŋ ə b t ʃ u n ə ks u m $,default,
Ladakhi-54_fiftyfour-1,,Ladakhi,54_fiftyfour,ŋəbtʃunəzbi,ŋəbtʃunəzbi,ŋ ə b t ʃ u n ə z b i,,mephd2021,,,^ ŋ ə b t ʃ u n ə z b i $,default,
Ladakhi-55_fiftyfive-1,,Ladakhi,55_fiftyfive,ŋəbtʃuŋɑ̃,ŋəbtʃuŋɑ̃,ŋ ə b t ʃ u ŋ ɑ̃,,mephd2021,,,^ ŋ ə b t ʃ u ŋ ɑ̃ $,default,
Ladakhi-56_fiftysix-1,,Ladakhi,56_fiftysix,ŋəbtʃunəruk,ŋəbtʃunəruk,ŋ ə b t ʃ u n ə r u k,,mephd2021,,,^ ŋ ə b t ʃ u n ə r u k $,default,
Ladakhi-57_fiftyseven-1,,Ladakhi,57_fiftyseven,ŋəbtʃunəbdun,ŋəbtʃunəbdun,ŋ ə b t ʃ u n ə b d u n,,mephd2021,,,^ ŋ ə b t ʃ u n ə b d u n $,default,
Ladakhi-58_fiftyeight-1,,Ladakhi,58_fiftyeight,ŋəbtʃunəbɡjət,ŋəbtʃunəbɡjət,ŋ ə b t ʃ u n ə b g j ə t,,mephd2021,,,^ ŋ ə b t ʃ u n ə b ɡ j ə t $,default,
Ladakhi-59_fiftynine-1,,Ladakhi,59_fiftynine,ŋəbtʃunərɡu,ŋəbtʃunərɡu,ŋ ə b t ʃ u n ə r g u,,mephd2021,,,^ ŋ ə b t ʃ u n ə r ɡ u $,default,
Ladakhi-60_sixty-1,,Ladakhi,60_sixty,ʈuktʃu,ʈuktʃu,ʈ u k t ʃ u,,mephd2021,,,^ ʈ u k t ʃ u $,default,
Ladakhi-61_sixtyone-1,,Ladakhi,61_sixtyone,ʈuktʃutʃɔʃik,ʈuktʃutʃɔʃik,ʈ u k t ʃ u t ʃ ɔ ʃ i k,,mephd2021,,,^ ʈ u k t ʃ u t ʃ ɔ ʃ i k $,default,
Ladakhi-62_sixtytwo-1,,Ladakhi,62_sixtytwo,ʈuktʃutʃɔɡnis,ʈuktʃutʃɔɡnis,ʈ u k t ʃ u t ʃ ɔ g n i s,,mephd2021,,,^ ʈ u k t ʃ u t ʃ ɔ ɡ n i s $,default,
Ladakhi-63_sixtythree-1,,Ladakhi,63_sixtythree,ʈuktʃutʃuksum,ʈuktʃutʃuksum,ʈ u k t ʃ u t ʃ u k s u m,,mephd2021,,,^ ʈ u k t ʃ u t ʃ u ks u m $,default,
Ladakhi-64_sixtyfour-1,,Ladakhi,64_sixtyfour,ʈuktʃutʃuzbi,ʈuktʃutʃuzbi,ʈ u k t ʃ u t ʃ u z b i,,mephd2021,,,^ ʈ u k t ʃ u t ʃ u z b i $,default,
Ladakhi-65_sixtyfive-1,,Ladakhi,65_sixtyfive,ʈuktʃuʈoŋɑ̃,ʈuktʃuʈoŋɑ̃,ʈ u k t ʃ u ʈ o ŋ ɑ̃,,mephd2021,,,^ ʈ u k t ʃ u ʈ o ŋ ɑ̃ $,default,
Ladakhi-66_sixtysix-1,,Ladakhi,66_sixtysix,ʈuktʃuʈoruk,ʈuktʃuʈoruk,ʈ u k t ʃ u ʈ o r u k,,mephd2021,,,^ ʈ u k t ʃ u ʈ o r u k $,default,
Ladakhi-67_sixtyseven-1,,Ladakhi,67_sixtyseven,ʈuktʃuʈobdun,ʈuktʃuʈobdun,ʈ u k t ʃ u ʈ o b d u n,,mephd2021,,,^ ʈ u k t ʃ u ʈ o b d u n $,default,
Ladakhi-68_sixtyeight-1,,Ladakhi,68_sixtyeight,ʈuktʃuʈobɡjet,ʈuktʃuʈobɡjet,ʈ u k t ʃ u ʈ o b g j e t,,mephd2021,,,^ ʈ u k t ʃ u ʈ o b ɡ j e t $,default,
Ladakhi-69_sixtynine-1,,Ladakhi,69_sixtynine,ʈuktʃutʃorɡu,ʈuktʃutʃorɡu,ʈ u k t ʃ u t ʃ o r g u,,mephd2021,,,^ ʈ u k t ʃ u t ʃ o r ɡ u $,default,
Ladakhi-70_seventy-1,,Ladakhi,70_seventy,duntʃu,duntʃu,d u n t ʃ u,,mephd2021,,,^ d u n t ʃ u $,default,
Ladakhi-71_seventyone-1,,Ladakhi,71_seventyone,duntʃudɔbʃik,duntʃudɔbʃik,d u n t ʃ u d ɔ b ʃ i k,,mephd2021,,,^ d u n t ʃ u d ɔ b ʃ i k $,default,
Ladakhi-72_seventytwo-1,,Ladakhi,72_seventytwo,duntʃudɔbnis,duntʃudɔbnis,d u n t ʃ u d ɔ b n i s,,mephd2021,,,^ d u n t ʃ u d ɔ b n i s $,default,
Ladakhi-73_seventythree-1,,Ladakhi,73_seventythree,duntʃudɔksum,duntʃudɔksum,d u n t ʃ u d ɔ k s u m,,mephd2021,,,^ d u n t ʃ u d ɔ ks u m $,default,
Ladakhi-74_seventyfour-1,,Ladakhi,74_seventyfour,duntʃudɔzbi,duntʃudɔzbi,d u n t ʃ u d ɔ z b i,,mephd2021,,,^ d u n t ʃ u d ɔ z b i $,default,
Ladakhi-75_seventyfive-1,,Ladakhi,75_seventyfive,duntʃudɔŋɑ̃,duntʃudɔŋɑ̃,d u n t ʃ u d ɔ ŋ ɑ̃,,mephd2021,,,^ d u n t ʃ u d ɔ ŋ ɑ̃ $,default,
Ladakhi-76_seventysix-1,,Ladakhi,76_seventysix,duntʃudɔruk,duntʃudɔruk,d u n t ʃ u d ɔ r u k,,mephd2021,,,^ d u n t ʃ u d ɔ r u k $,default,
Ladakhi-77_seventyseven-1,,Ladakhi,77_seventyseven,duntʃudun,duntʃudun,d u n t ʃ u d u n,,mephd2021,,,^ d u n t ʃ u d u n $,default,
Ladakhi-78_seventyeight-1,,Ladakhi,78_seventyeight,duntʃudobɡjət,duntʃudobɡjət,d u n t ʃ u d o b g j ə t,,mephd2021,,,^ d u n t ʃ u d o b ɡ j ə t $,default,
Ladakhi-79_seventynine-1,,Ladakhi,79_seventynine,duntʃudorɡu,duntʃudorɡu,d u n t ʃ u d o r g u,,mephd2021,,,^ d u n t ʃ u d o r ɡ u $,default,
Ladakhi-80_eighty-1,,Ladakhi,80_eighty,ɡjətʃu,ɡjətʃu,g j ə t ʃ u,,mephd2021,,,^ ɡ j ə t ʃ u $,default,
Ladakhi-81_eightyone-1,,Ladakhi,81_eightyone,ɡjətʃuʃik,ɡjətʃuʃik,g j ə t ʃ u ʃ i k,,mephd2021,,,^ ɡ j ə t ʃ u ʃ i k $,default,
Ladakhi-82_eightytwo-1,,Ladakhi,82_eightytwo,ɡjətʃunis,ɡjətʃunis,g j ə t ʃ u n i s,,mephd2021,,,^ ɡ j ə t ʃ u n i s $,default,
Ladakhi-83_eightythree-1,,Ladakhi,83_eightythree,ɡjətʃusum,ɡjətʃusum,g j ə t ʃ u s u m,,mephd2021,,,^ ɡ j ə t ʃ u s u m $,default,
Ladakhi-84_eightyfour-1,,Ladakhi,84_eightyfour,ɡjətʃuzbi,ɡjətʃuzbi,g j ə t ʃ u z b i,,mephd2021,,,^ ɡ j ə t ʃ u z b i $,default,
Ladakhi-85_eightyfive-1,,Ladakhi,85_eightyfive,ɡjətʃuŋɑ̃,ɡjətʃuŋɑ̃,g j ə t ʃ u ŋ ɑ̃,,mephd2021,,,^ ɡ j ə t ʃ u ŋ ɑ̃ $,default,
Ladakhi-86_eightysix-1,,Ladakhi,86_eightysix,ɡjətʃuruk,ɡjətʃuruk,g j ə t ʃ u r u k,,mephd2021,,,^ ɡ j ə t ʃ u r u k $,default,
Ladakhi-87_eightyseven-1,,Ladakhi,87_eightyseven,ɡjətʃubdun,ɡjətʃubdun,g j ə t ʃ u b d u n,,mephd2021,,,^ ɡ j ə t ʃ u b d u n $,default,
Ladakhi-88_eightyeight-1,,Ladakhi,88_eightyeight,ɡjətʃubɡjət,ɡjətʃubɡjət,g j ə t ʃ u b g j ə t,,mephd2021,,,^ ɡ j ə t ʃ u b ɡ j ə t $,default,
Ladakhi-89_eightynine-1,,Ladakhi,89_eightynine,ɡjətʃurɡu,ɡjətʃurɡu,g j ə t ʃ u r g u,,mephd2021,,,^ ɡ j ə t ʃ u r ɡ u $,default,
Ladakhi-90_ninety-1,,Ladakhi,90_ninety,ɡuptʃu,ɡuptʃu,g u p t ʃ u,,mephd2021,,,^ ɡ u p t ʃ u $,default,
Ladakhi-91_ninetyone-1,,Ladakhi,91_ninetyone,ɡuptʃuɡɔbʃik,ɡuptʃuɡɔbʃik,g u p t ʃ u g ɔ b ʃ i k,,mephd2021,,,^ ɡ u p t ʃ u ɡ ɔ b ʃ i k $,default,
Ladakhi-92_ninetytwo-1,,Ladakhi,92_ninetytwo,ɡuptʃuɡɔbnis,ɡuptʃuɡɔbnis,g u p t ʃ u g ɔ b n i s,,mephd2021,,,^ ɡ u p t ʃ u ɡ ɔ b n i s $,default,
Ladakhi-93_ninetythree-1,,Ladakhi,93_ninetythree,ɡuptʃuɡɔsum,ɡuptʃuɡɔsum,g u p t ʃ u g ɔ s u m,,mephd2021,,,^ ɡ u p t ʃ u ɡ ɔ s u m $,default,
Ladakhi-94_ninetyfour-1,,Ladakhi,94_ninetyfour,ɡuptʃuɡɔzbi,ɡuptʃuɡɔzbi,g u p t ʃ u g ɔ z b i,,mephd2021,,,^ ɡ u p t ʃ u ɡ ɔ z b i $,default,
Ladakhi-95_ninetyfive-1,,Ladakhi,95_ninetyfive,ɡuptʃuɡɔŋɑ̃,ɡuptʃuɡɔŋɑ̃,g u p t ʃ u g ɔ ŋ ɑ̃,,mephd2021,,,^ ɡ u p t ʃ u ɡ ɔ ŋ ɑ̃ $,default,
Ladakhi-96_ninetysix-1,,Ladakhi,96_ninetysix,ɡuptʃuɡɔruk,ɡuptʃuɡɔruk,g u p t ʃ u g ɔ r u k,,mephd2021,,,^ ɡ u p t ʃ u ɡ ɔ r u k $,default,
Ladakhi-97_ninetyseven-1,,Ladakhi,97_ninetyseven,ɡuptʃuɡubdun,ɡuptʃuɡubdun,g u p t ʃ u g u b d u n,,mephd2021,,,^ ɡ u p t ʃ u ɡ u b d u n $,default,
Ladakhi-98_ninetyeight-1,,Ladakhi,98_ninetyeight,ɡuptʃuɡɔbɡjət,ɡuptʃuɡɔbɡjət,g u p t ʃ u g ɔ b g j ə t,,mephd2021,,,^ ɡ u p t ʃ u ɡ ɔ b ɡ j ə t $,default,
Ladakhi-99_ninetynine-1,,Ladakhi,99_ninetynine,ɡuptʃuɡərɡu,ɡuptʃuɡərɡu,g u p t ʃ u g ə r g u,,mephd2021,,,^ ɡ u p t ʃ u ɡ ə r ɡ u $,default,
Ladakhi-100_hundred-1,,Ladakhi,100_hundred,ɡjə,ɡjə,g j ə,,mephd2021,,,^ ɡ j ə $,default,
Ladakhi-1000_thousand-1,,Ladakhi,1000_thousand,stoŋtʃik,stoŋtʃik,s t o ŋ t ʃ i k,,mephd2021,,,^ s t o ŋ t ʃ i k $,default,
Ladakhi-100_onehundred-1,,Ladakhi,100_onehundred,rɡjə,rɡjə,r g j ə,,mephd2021,,,^ r ɡ j ə $,default,
Ladakhi-200_twohundred-1,,Ladakhi,200_twohundred,nibɡjə,nibɡjə,n i b g j ə,,mephd2021,,,^ n i b ɡ j ə $,default,
Ladakhi-300_threehundred-1,,Ladakhi,300_threehundred,sumɡjə,sumɡjə,s u m g j ə,,mephd2021,,,^ s u m ɡ j ə $,default,
Ladakhi-400_fourhundred-1,,Ladakhi,400_fourhundred,izibɡjə,izibɡjə,i z i b g j ə,,mephd2021,,,^ i z i b ɡ j ə $,default,
Ladakhi-500_fivehundred-1,,Ladakhi,500_fivehundred,Gɑbɡjə,Gɑbɡjə,g ɑ b g j ə,,mephd2021,,,^ G ɑ b ɡ j ə $,default,
Ladakhi-600_sixhundred-1,,Ladakhi,600_sixhundred,ʈukɡjə,ʈukɡjə,ʈ u k g j ə,,mephd2021,,,^ ʈ u k ɡ j ə $,default,
Ladakhi-1000_onethousand-1,,Ladakhi,1000_onethousand,stoŋtʃik,stoŋtʃik,s t o ŋ t ʃ i k,,mephd2021,,,^ s t o ŋ t ʃ i k $,default,
Ladakhi-2000_twothousand-1,,Ladakhi,2000_twothousand,stoŋnis,stoŋnis,s t o ŋ n i s,,mephd2021,,,^ s t o ŋ n i s $,default,
Ladakhi-3000_threethousand-1,,Ladakhi,3000_threethousand,stoŋsum,stoŋsum,s t o ŋ s u m,,mephd2021,,,^ s t o ŋ s u m $,default,
Ladakhi-4000_fourthousand-1,,Ladakhi,4000_fourthousand,stoŋizbi,stoŋizbi,s t o ŋ i z b i,,mephd2021,,,^ s t o ŋ i z b i $,default,
Ladakhi-5000_fivethousand-1,,Ladakhi,5000_fivethousand,stoŋGɑ,stoŋGɑ,s t o ŋ g ɑ,,mephd2021,,,^ s t o ŋ G ɑ $,default,
Ladakhi-6000_sixthousand-1,,Ladakhi,6000_sixthousand,stoŋʈuk,stoŋʈuk,s t o ŋ ʈ u k,,mephd2021,,,^ s t o ŋ ʈ u k $,default,
Ladakhi-221_twohundredtwentyone-1,,Ladakhi,221_twohundredtwentyone,nibɡjənə niʃusəksik,nibɡjənə_niʃusəksik,n i b g j ə n ə + n i ʃ u s ə k s i k,,mephd2021,,,^ n i b ɡ j ə n ə _ n i ʃ u s ə ks i k $,default,
Ladakhi-506_fivehundredsix-1,,Ladakhi,506_fivehundredsix,ɡɑbɡjənə ʈuk,ɡɑbɡjənə_ʈuk,g ɑ b g j ə n ə + ʈ u k,,mephd2021,,,^ ɡ ɑ b ɡ j ə n ə _ ʈ u k $,default,
Ladakhi-3048_threethousandfortyeight-1,,Ladakhi,3048_threethousandfortyeight,stoŋsumnə ziptʃuzəbɡjet,stoŋsumnə_ziptʃuzəbɡjet,s t o ŋ s u m n ə + z i p t ʃ u z ə b g j e t,,mephd2021,,,^ s t o ŋ s u m n ə _ z i p t ʃ u z ə b ɡ j e t $,default,
Ladakhi-6900_sixthousandninehundred-1,,Ladakhi,6900_sixthousandninehundred,stoŋʈuknə ɡubɡjə,stoŋʈuknə_ɡubɡjə,s t o ŋ ʈ u k n ə + g u b g j ə,,mephd2021,,,^ s t o ŋ ʈ u k n ə _ ɡ u b ɡ j ə $,default,
Ladakhi-7422_seventhousandfourhundredtwentytwo-1,,Ladakhi,7422_seventhousandfourhundredtwentytwo,stoŋdunnə izbiɡjənə niʃusəbnis,stoŋdunnə_izbiɡjənə_niʃusəbnis,s t o ŋ d u nː ə + i z b i g j ə n ə + n i ʃ u s ə b n i s,,mephd2021,,,^ s t o ŋ d u nn ə _ i z b i ɡ j ə n ə _ n i ʃ u s ə b n i s $,default,
Ladakhi-6008_sixthousandeight-1,,Ladakhi,6008_sixthousandeight,stoŋtuknə ɡjət,stoŋtuknə_ɡjət,s t o ŋ t u k n ə + g j ə t,,mephd2021,,,^ s t o ŋ t u k n ə _ ɡ j ə t $,default,
Khoibu-1_one-1,,Khoibu,1_one,kʰət,kʰət,kʰ ə t,,mephd2021,,,^ kʰ ə t $,default,
Khoibu-2_two-1,,Khoibu,2_two,kʰəni,kʰəni,kʰ ə n i,,mephd2021,,,^ kʰ ə n i $,default,
Khoibu-3_three-1,,Khoibu,3_three,kʰəjum,kʰəjum,kʰ ə j u m,,mephd2021,,,^ kʰ ə j u m $,default,
Khoibu-4_four-1,,Khoibu,4_four,pʰəli,pʰəli,pʰ ə l i,,mephd2021,,,^ pʰ ə l i $,default,
Khoibu-5_five-1,,Khoibu,5_five,pʰəŋɑ̃,pʰəŋɑ̃,pʰ ə ŋ ɑ̃,,mephd2021,,,^ pʰ ə ŋ ɑ̃ $,default,
Khoibu-6_six-1,,Khoibu,6_six,tʰəruk,tʰəruk,tʰ ə r u k,,mephd2021,,,^ tʰ ə r u k $,default,
Khoibu-7_seven-1,,Khoibu,7_seven,ini,ini,i n i,,mephd2021,,,^ i n i $,default,
Khoibu-8_eight-1,,Khoibu,8_eight,təcət,təcət,t ə c ə t,,mephd2021,,,^ t ə c ə t $,default,
Khoibu-9_nine-1,,Khoibu,9_nine,təku,təku,t ə k u,,mephd2021,,,^ t ə k u $,default,
Khoibu-10_ten-1,,Khoibu,10_ten,cipkʰəe,cipkʰəe,c i p kʰ ə e,,mephd2021,,,^ c i p kʰ ə e $,default,
Khoibu-11_eleven-1,,Khoibu,11_eleven,cipləikʰət,cipləikʰət,c i p l ə i kʰ ə t,,mephd2021,,,^ c i p l ə i kʰ ə t $,default,
Khoibu-12_twelve-1,,Khoibu,12_twelve,cipləikʰəni,cipləikʰəni,c i p l ə i kʰ ə n i,,mephd2021,,,^ c i p l ə i kʰ ə n i $,default,
Khoibu-13_thirteen-1,,Khoibu,13_thirteen,cipləikʰəjum,cipləikʰəjum,c i p l ə i kʰ ə j u m,,mephd2021,,,^ c i p l ə i kʰ ə j u m $,default,
Khoibu-14_fourteen-1,,Khoibu,14_fourteen,cipləipʰəli,cipləipʰəli,c i p l ə i pʰ ə l i,,mephd2021,,,^ c i p l ə i pʰ ə l i $,default,
Khoibu-15_fifteen-1,,Khoibu,15_fifteen,cipləipʰəŋɑ̃,cipləipʰəŋɑ̃,c i p l ə i pʰ ə ŋ ɑ̃,,mephd2021,,,^ c i p l ə i pʰ ə ŋ ɑ̃ $,default,
Khoibu-16_sixteen-1,,Khoibu,16_sixteen,cipləitʰəruk,cipləitʰəruk,c i p l ə i tʰ ə r u k,,mephd2021,,,^ c i p l ə i tʰ ə r u k $,default,
Khoibu-17_seventeen-1,,Khoibu,17_seventeen,cipləiini,cipləiini,c i p l ə iː n i,,mephd2021,,,^ c i p l ə ii n i $,default,
Khoibu-18_eighteen-1,,Khoibu,18_eighteen,cipləitəcət,cipləitəcət,c i p l ə i t ə c ə t,,mephd2021,,,^ c i p l ə i t ə c ə t $,default,
Khoibu-19_nineteen-1,,Khoibu,19_nineteen,cipləitəku,cipləitəku,c i p l ə i t ə k u,,mephd2021,,,^ c i p l ə i t ə k u $,default,
Khoibu-20_twenty-1,,Khoibu,20_twenty,somnikʰəe,somnikʰəe,s o m n i kʰ ə e,,mephd2021,,,^ s o m n i kʰ ə e $,default,
Khoibu-21_twentyone-1,,Khoibu,21_twentyone,somniləikʰət,somniləikʰət,s o m n i l ə i kʰ ə t,,mephd2021,,,^ s o m n i l ə i kʰ ə t $,default,
Khoibu-22_twentytwo-1,,Khoibu,22_twentytwo,somniləikʰəni,somniləikʰəni,s o m n i l ə i kʰ ə n i,,mephd2021,,,^ s o m n i l ə i kʰ ə n i $,default,
Khoibu-23_twentythree-1,,Khoibu,23_twentythree,somniləikʰəjum,somniləikʰəjum,s o m n i l ə i kʰ ə j u m,,mephd2021,,,^ s o m n i l ə i kʰ ə j u m $,default,
Khoibu-24_twentyfour-1,,Khoibu,24_twentyfour,somniləipʰəli,somniləipʰəli,s o m n i l ə i pʰ ə l i,,mephd2021,,,^ s o m n i l ə i pʰ ə l i $,default,
Khoibu-25_twentyfive-1,,Khoibu,25_twentyfive,somniləipʰəŋɑ̃,somniləipʰəŋɑ̃,s o m n i l ə i pʰ ə ŋ ɑ̃,,mephd2021,,,^ s o m n i l ə i pʰ ə ŋ ɑ̃ $,default,
Khoibu-26_twentysix-1,,Khoibu,26_twentysix,somniləitʰəruk,somniləitʰəruk,s o m n i l ə i tʰ ə r u k,,mephd2021,,,^ s o m n i l ə i tʰ ə r u k $,default,
